"paper_id","source_key","title","doi","year","journal","pdf_path","md_path","status","source_quality","added_at","started_at","completed_at","notes"
"P2026-0075","doi:10.1016/j.engappai.2026.114347","Multi-objective optimization of sealing and friction performance for the cylinder liner-piston ring friction pair in highly strengthened diesel engines based on machine learning","10.1016/j.engappai.2026.114347","2026","Engineering Applications of Artificial Intelligence","pdfs/Xu2026_Multi.pdf","MD/Xu2026_Multi.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T20:39:44","2026-06-19T20:42:59",""
"P2026-0076","doi:10.1016/j.engappai.2026.114355","Actionable counterfactual explanation generation via multi-objective optimization","10.1016/j.engappai.2026.114355","2026","Engineering Applications of Artificial Intelligence","pdfs/Adedigba2026_Actionable.pdf","MD/Adedigba2026_Actionable.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-11T23:49:16","2026-06-11T23:56:08",""
"P2026-0077","doi:10.1016/j.ins.2025.122649","Bi-objective optimization for electric vehicle scheduling under vehicle-to-grid integration","10.1016/j.ins.2025.122649","2026","Information Sciences","pdfs/Yu2026_Objective.pdf","MD/Yu2026_Objective.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T21:23:48","2026-06-19T21:28:41",""
"P2026-0078","doi:10.1016/j.ins.2025.122671","MPCMO: An improved multi-population co-evolutionary algorithm for many-objective optimization","10.1016/j.ins.2025.122671","2026","Information Sciences","pdfs/Ding2026_Mpcmo.pdf","MD/Ding2026_Mpcmo.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-18T20:40:27","2026-06-18T20:49:34",""
"P2026-0079","doi:10.1016/j.ins.2025.122712","A multi-population co-evolutionary algorithm based on dual-space division for dynamic multi-objective optimization problems","10.1016/j.ins.2025.122712","2026","Information Sciences","pdfs/Hu2026_Multi.pdf","MD/Hu2026_Multi.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-18T22:26:40","2026-06-18T22:30:02",""
"P2026-0080","doi:10.1016/j.ins.2025.122770","Effective knowledge transfer with adaptive distribution alignment and solution quality prediction in evolutionary multiobjective multitasking","10.1016/j.ins.2025.122770","2026","Information Sciences","pdfs/Yang2026_Effective.pdf","MD/Yang2026_Effective.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T20:57:26","2026-06-19T21:01:58",""
"P2026-0081","doi:10.1016/j.ins.2025.122791","Sample-efficient multi-objective reinforcement learning for hybrid impulsive information consensus in multi-agent systems","10.1016/j.ins.2025.122791","2026","Information Sciences","pdfs/Gu2026_Sample.pdf","MD/Gu2026_Sample.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-18T21:08:35","2026-06-18T21:11:53",""
"P2026-0082","doi:10.1016/j.ins.2025.122793","A manifold embedding-based evolutionary algorithm for many-objective optimization with irregular Pareto front shapes","10.1016/j.ins.2025.122793","2026","Information Sciences","pdfs/10.1016_j.ins.2025.122793.pdf","MD/10.1016_j.ins.2025.122793.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-11T20:07:45","2026-06-11T20:15:45",""
"P2026-0083","doi:10.1016/j.ins.2025.122847","Computationally expensive multi-objective optimization problems via optimization state-driven adaptive evolution","10.1016/j.ins.2025.122847","2026","Information Sciences","pdfs/Chen2026_Computationally.pdf","MD/Chen2026_Computationally.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-12T00:33:39","2026-06-12T00:41:41",""
"P2026-0084","doi:10.1016/j.ins.2025.122857","Optimally solving multi-objective co-scheduling of lock group and approach channel with dynamic synchronous speeds","10.1016/j.ins.2025.122857","2026","Information Sciences","pdfs/Zheng2026_Optimally.pdf","MD/Zheng2026_Optimally.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T22:23:11","2026-06-19T22:28:39",""
"P2026-0085","doi:10.1016/j.ins.2025.122884","A learning-guided multi-objective approach for energy-oriented hybrid flow shop scheduling with limited buffers","10.1016/j.ins.2025.122884","2026","Information Sciences","pdfs/He2026_Learning.pdf","MD/He2026_Learning.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-18T22:16:10","2026-06-18T22:20:14",""
"P2026-0086","doi:10.1016/j.ins.2025.122895","Adaptive fairness-aware influence maximization via multi-objective optimization and step-wise entropy","10.1016/j.ins.2025.122895","2026","Information Sciences","pdfs/Osmani2026_Adaptive.pdf","MD/Osmani2026_Adaptive.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T16:15:48","2026-06-19T16:22:32",""
"P2026-0087","doi:10.1016/j.ins.2025.122910","Multi-objective scheduling for a reentrant hybrid flow shop integrating preventive maintenance, machine aging effects, and low-carbon optimization","10.1016/j.ins.2025.122910","2026","Information Sciences","pdfs/Zheng2026_Multi.pdf","MD/Zheng2026_Multi.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T22:20:15","2026-06-19T22:25:11",""
"P2026-0088","doi:10.1016/j.ins.2025.122945","Balancing different objectives in multi-objective optimization consensus for social network large-scale group decision-making with unmanned aerial vehicle review filtering","10.1016/j.ins.2025.122945","2026","Information Sciences","pdfs/Zhang2026_Balancing.pdf","MD/Zhang2026_Balancing.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T21:40:45","2026-06-19T21:48:34",""
"P2026-0089","doi:10.1016/j.ins.2025.123003","Modeling risk attitudes in picture fuzzy multi-objective linear programming with chance constraints","10.1016/j.ins.2025.123003","2026","Information Sciences","pdfs/GnayAkdemir2026_Modeling.pdf","MD/GnayAkdemir2026_Modeling.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-18T21:02:28","2026-06-18T21:06:05",""
"P2026-0090","doi:10.1016/j.ins.2025.123044","Many-objective island-based evolutionary algorithm for biomarker selection and cancer molecular diagnosis in high-dimensional omics data","10.1016/j.ins.2025.123044","2026","Information Sciences","pdfs/Marium2026_Many.pdf","MD/Marium2026_Many.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T16:00:21","2026-06-19T16:06:00",""
"P2026-0091","doi:10.1016/j.ins.2026.123073","Sparse knowledge guided multiobjective multimodal optimization for identification of personalized critical biomarkers in cancer","10.1016/j.ins.2026.123073","2026","Information Sciences","pdfs/WeiFeng2026_Sparse.pdf","MD/WeiFeng2026_Sparse.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T20:09:02","2026-06-19T20:15:01",""
"P2026-0092","doi:10.1016/j.ins.2026.123170","MO-DMLHM: Multi-objective dynamic hypergraph modeling for cross-layer community detection in organizational networks","10.1016/j.ins.2026.123170","2026","Information Sciences","pdfs/Li2026_Dmlhm.pdf","MD/Li2026_Dmlhm.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T15:17:48","2026-06-19T15:23:09",""
"P2026-0093","doi:10.1016/j.ins.2026.123194","A large-scale multi-objective optimization algorithm integrating multi-directional fuzzy sampling and multi-source learning competitive swarm optimizer","10.1016/j.ins.2026.123194","2026","Information Sciences","pdfs/Guo2026_Large.pdf","MD/Guo2026_Large.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-18T21:38:44","2026-06-18T21:42:18",""
"P2026-0094","doi:10.1016/j.ins.2026.123217","A two-stage evolutionary algorithm for uncertain constrained multi-objective problems with interval-valued objective","10.1016/j.ins.2026.123217","2026","Information Sciences","pdfs/Wen2026_Two.pdf","MD/Wen2026_Two.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T20:15:25","2026-06-19T20:20:16",""
"P2026-0095","doi:10.1016/j.ins.2026.123291","A hybrid measure-based state transition algorithm for robust multiobjective optimization","10.1016/j.ins.2026.123291","2026","Information Sciences","pdfs/Li2026_Hybrid.pdf","MD/Li2026_Hybrid.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T15:19:41","2026-06-19T15:28:26",""
"P2026-0096","doi:10.1016/j.ins.2026.123292","Dynamic programming for the exact pareto front in multi-objective discretization of imbalanced datasets","10.1016/j.ins.2026.123292","2026","Information Sciences","pdfs/Bui2026_Dynamic.pdf","MD/Bui2026_Dynamic.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-12T00:17:30","2026-06-12T00:29:19",""
"P2026-0097","doi:10.1016/j.neucom.2026.132974","A fuzzy multi-objective neuro-evolutionary framework with bargaining-based selection for interpretable body fat prediction","10.1016/j.neucom.2026.132974","2026","Neurocomputing","pdfs/Keivanian2026_Fuzzy.pdf","MD/Keivanian2026_Fuzzy.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T14:43:32","2026-06-19T14:47:43",""
"P2026-0098","doi:10.1016/j.swevo.2025.102221","A constrained multi-objective dynamic corridor allocation problem model for low-carbon manufacturing","10.1016/j.swevo.2025.102221","2026","Swarm and Evolutionary Computation","pdfs/Guo2026_Constrained.pdf","MD/Guo2026_Constrained.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-18T21:17:32","2026-06-18T21:21:27",""
"P2026-0099","doi:10.1016/j.swevo.2025.102222","A multi-stage evolutionary algorithm based on finite state machine theory for constrained multi-objective optimization problem","10.1016/j.swevo.2025.102222","2026","Swarm and Evolutionary Computation","pdfs/Li2026_Multi.pdf","MD/Li2026_Multi.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T15:23:27","2026-06-19T15:28:36",""
"P2026-0100","doi:10.1016/j.swevo.2025.102228","Decomposition-based multi-objective evolutionary algorithm for bi-optimal selection","10.1016/j.swevo.2025.102228","2026","Swarm and Evolutionary Computation","pdfs/Fan2026_Decomposition.pdf","MD/Fan2026_Decomposition.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-18T20:49:53","2026-06-18T20:55:00",""
"P2026-0101","doi:10.1016/j.swevo.2025.102232","Surrogate-assisted evolutionary algorithm with adaptive local region search for high-dimensional expensive multi-objective optimization problems","10.1016/j.swevo.2025.102232","2026","Swarm and Evolutionary Computation","pdfs/Wang2026_Surrogate.pdf","MD/Wang2026_Surrogate.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T19:58:23","2026-06-19T20:03:45",""
"P2026-0102","doi:10.1016/j.swevo.2025.102242","Generating continuous multi-objective benchmark problems by the object-oriented method","10.1016/j.swevo.2025.102242","2026","Swarm and Evolutionary Computation","pdfs/Tan2026_Generating.pdf","MD/Tan2026_Generating.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T17:43:51","2026-06-19T17:48:00",""
"P2026-0103","doi:10.1016/j.swevo.2025.102244","A dynamic multi-objective optimization evolutionary strategy based on adaptive selection for wet flue gas desulfurization process","10.1016/j.swevo.2025.102244","2026","Swarm and Evolutionary Computation","pdfs/Cao2026_Dynamic.pdf","MD/Cao2026_Dynamic.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-12T00:19:12","2026-06-12T00:26:51",""
"P2026-0104","doi:10.1016/j.swevo.2025.102245","An extended interval vector space for the multiobjective fractional optimization problem with application to the inventory model","10.1016/j.swevo.2025.102245","2026","Swarm and Evolutionary Computation","pdfs/Bhurjee2026_Extended.pdf","MD/Bhurjee2026_Extended.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-12T00:09:04","2026-06-12T00:18:34",""
"P2026-0105","doi:10.1016/j.swevo.2025.102246","A methodology for multi-label algorithm selection in constrained multiobjective optimization","10.1016/j.swevo.2025.102246","2026","Swarm and Evolutionary Computation","pdfs/Andova2026_Methodology.pdf","MD/Andova2026_Methodology.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-12T00:06:33","2026-06-12T00:15:06",""
"P2026-0106","doi:10.1016/j.swevo.2025.102254","Efficient preference learning algorithm for interactive evolutionary multi-objective optimization","10.1016/j.swevo.2025.102254","2026","Swarm and Evolutionary Computation","pdfs/Tomczyk2026_Efficient.pdf","MD/Tomczyk2026_Efficient.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T18:00:11","2026-06-19T18:09:25",""
"P2026-0107","doi:10.1016/j.swevo.2025.102260","Handling of objectives and constraints with heterogeneous evaluation times for surrogate-assisted evolutionary multi- and many-objective optimization","10.1016/j.swevo.2025.102260","2026","Swarm and Evolutionary Computation","pdfs/Santoshkumar2026_Handling.pdf","MD/Santoshkumar2026_Handling.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T16:47:31","2026-06-19T16:54:18",""
"P2026-0108","doi:10.1016/j.swevo.2025.102264","A parallel evolutionary approach for multi-objective bus transit network design in multi-modal transit systems integrating with timetable synchronization","10.1016/j.swevo.2025.102264","2026","Swarm and Evolutionary Computation","pdfs/Shen2026_Parallel.pdf","MD/Shen2026_Parallel.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T16:59:37","2026-06-19T17:07:29",""
"P2026-0109","doi:10.1016/j.swevo.2025.102265","Multi-objective bilevel programming model for optimizing network interdiction deployment","10.1016/j.swevo.2025.102265","2026","Swarm and Evolutionary Computation","pdfs/Yeh2026_Multi.pdf","MD/Yeh2026_Multi.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T21:11:24","2026-06-19T21:17:13",""
"P2026-0110","doi:10.1016/j.swevo.2025.102266","Pareto fronts guided co-evolutionary algorithm for constrained multi-objective optimization","10.1016/j.swevo.2025.102266","2026","Swarm and Evolutionary Computation","pdfs/Wang2026_Pareto.pdf","MD/Wang2026_Pareto.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T19:45:06","2026-06-19T19:52:20",""
"P2026-0111","doi:10.1016/j.swevo.2025.102269","An Jaccard similarity coefficient-based evolutionary algorithm for sparse large-scale multi-objective optimization problems","10.1016/j.swevo.2025.102269","2026","Swarm and Evolutionary Computation","pdfs/Chen2026_Jaccard.pdf","MD/Chen2026_Jaccard.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-12T14:39:13","2026-06-12T14:45:35",""
"P2026-0112","doi:10.1016/j.swevo.2025.102272","Hybrid resource allocation framework for large-scale multi-objective optimization","10.1016/j.swevo.2025.102272","2026","Swarm and Evolutionary Computation","pdfs/Chen2026_Hybrid.pdf","MD/Chen2026_Hybrid.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-12T01:45:29","2026-06-12T01:52:23",""
"P2026-0113","doi:10.1016/j.swevo.2025.102273","Surrogate-assisted evolutionary optimization using on-demand helper task for high-dimensional expensive multi-objective problems","10.1016/j.swevo.2025.102273","2026","Swarm and Evolutionary Computation","pdfs/Li2026_Surrogate.pdf","MD/Li2026_Surrogate.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T15:28:49","2026-06-19T15:34:35",""
"P2026-0114","doi:10.1016/j.swevo.2025.102274","Evaluation-based multi-objective optimization for responsive-resilient supply chain network under hybrid uncertainty","10.1016/j.swevo.2025.102274","2026","Swarm and Evolutionary Computation","pdfs/Guo2026_Evaluation.pdf","MD/Guo2026_Evaluation.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-18T21:31:52","2026-06-18T21:38:30",""
"P2026-0115","doi:10.1016/j.swevo.2025.102275","A surrogate-assisted evolutionary algorithm with multi-perspective infill sampling for expensive super-many-objective optimization problems","10.1016/j.swevo.2025.102275","2026","Swarm and Evolutionary Computation","pdfs/Liu2026_Surrogate.pdf","MD/Liu2026_Surrogate.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T15:44:57","2026-06-19T15:50:22",""
"P2026-0116","doi:10.1016/j.swevo.2025.102276","A dual-task-assisted self-organizing map evolutionary algorithm for constraining multimodal multi-objective optimization","10.1016/j.swevo.2025.102276","2026","Swarm and Evolutionary Computation","pdfs/Ye2026_Dual.pdf","MD/Ye2026_Dual.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T21:07:01","2026-06-19T21:13:54",""
"P2026-0117","doi:10.1016/j.swevo.2025.102279","A novel embedded dual-layer multi-objective evolutionary algorithm for multimodal emergency logistics delivery under demand uncertainty and supply shortage","10.1016/j.swevo.2025.102279","2026","Swarm and Evolutionary Computation","pdfs/Lei2026_Novel.pdf","MD/Lei2026_Novel.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T15:02:08","2026-06-19T15:08:37",""
"P2026-0118","doi:10.1016/j.swevo.2026.102281","Dynamic multi-objective optimization algorithm via historical collaborative strategy and interval prediction strategy","10.1016/j.swevo.2026.102281","2026","Swarm and Evolutionary Computation","pdfs/Ou2026_Dynamic.pdf","MD/Ou2026_Dynamic.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T16:16:26","2026-06-19T16:22:03",""
"P2026-0119","doi:10.1016/j.swevo.2026.102290","Toward intelligent acquisition policies: Reinforcement learning for causal multi-objective Bayesian optimization","10.1016/j.swevo.2026.102290","2026","Swarm and Evolutionary Computation","pdfs/Chen2026_Toward.pdf","MD/Chen2026_Toward.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-18T20:05:43","2026-06-18T20:10:46",""
"P2026-0120","doi:10.1016/j.swevo.2026.102294","Multi-objective optimization in autonomous foraging using swarm robots","10.1016/j.swevo.2026.102294","2026","Swarm and Evolutionary Computation","pdfs/OrdzRivas2026_Multi.pdf","MD/OrdzRivas2026_Multi.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T16:11:21","2026-06-19T16:15:56",""
"P2026-0121","doi:10.1016/j.swevo.2026.102303","A multitype constraint handling evolutionary algorithm for constrained multiobjective optimization problems","10.1016/j.swevo.2026.102303","2026","Swarm and Evolutionary Computation","pdfs/Rao2026_Multitype.pdf","MD/Rao2026_Multitype.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T16:36:46","2026-06-19T16:47:20",""
"P2026-0122","doi:10.1016/j.swevo.2026.102304","A comprehensive review on deep learning for multi-objective optimization","10.1016/j.swevo.2026.102304","2026","Swarm and Evolutionary Computation","pdfs/Ma2026_Comprehensive.pdf","MD/Ma2026_Comprehensive.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T15:59:00","2026-06-19T16:02:33",""
"P2026-0123","doi:10.1016/j.swevo.2026.102305","A two-stage multimodal multiobjective evolutionary algorithm using Voronoi diagram and modality detection","10.1016/j.swevo.2026.102305","2026","Swarm and Evolutionary Computation","pdfs/Zheng2026_Two.pdf","MD/Zheng2026_Two.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T22:25:40","2026-06-19T22:31:37",""
"P2026-0124","doi:10.1016/j.swevo.2026.102308","A large-scale multi-objective evolutionary neural network model considering robustness for short-term wind power prediction","10.1016/j.swevo.2026.102308","2026","Swarm and Evolutionary Computation","pdfs/Zhu2026_Large.pdf","MD/Zhu2026_Large.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T22:29:08","2026-06-19T22:40:46",""
"P2026-0125","doi:10.1016/j.swevo.2026.102309","A robust bi-objective optimization model and heuristic solution for truck-drone collaboration in humanitarian logistics under truck travel time uncertainty","10.1016/j.swevo.2026.102309","2026","Swarm and Evolutionary Computation","pdfs/Zhang2026_Robust.pdf","MD/Zhang2026_Robust.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T21:57:48","2026-06-19T22:04:20",""
"P2026-0126","doi:10.1016/j.swevo.2026.102311","Adaptive surrogate-based strategy for accelerating convergence speed when solving expensive unconstrained Multi-Objective Optimisation Problems","10.1016/j.swevo.2026.102311","2026","Swarm and Evolutionary Computation","pdfs/Banda2026_Adaptive.pdf","MD/Banda2026_Adaptive.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-12T00:06:43","2026-06-12T00:16:21",""
"P2026-0127","doi:10.1016/j.swevo.2026.102312","Composite indicator-guided infilling sampling for expensive multi-objective optimization","10.1016/j.swevo.2026.102312","2026","Swarm and Evolutionary Computation","pdfs/Zhen2026_Composite.pdf","MD/Zhen2026_Composite.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T22:16:35","2026-06-19T22:22:44",""
"P2026-0128","doi:10.1016/j.swevo.2026.102313","A hyper-curvature balanced indicator and adaptive phase exploration co-driven evolutionary algorithm for many-objective optimization","10.1016/j.swevo.2026.102313","2026","Swarm and Evolutionary Computation","pdfs/Yue2026_Hyper.pdf","MD/Yue2026_Hyper.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T21:30:05","2026-06-19T21:34:09",""
"P2026-0129","doi:10.1016/j.swevo.2026.102314","Move towards agile feedback: An adaptive Turing-enhanced multi-objective co-evolutionary algorithm for rescheduling optimization steelmaking-continuous casting under equipment failures","10.1016/j.swevo.2026.102314","2026","Swarm and Evolutionary Computation","pdfs/Guan2026_Move.pdf","MD/Guan2026_Move.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-18T21:12:08","2026-06-18T21:17:20",""
"P2026-0130","doi:10.1016/j.swevo.2026.102321","A decomposition-based constrained multi-objective optimization algorithm with dynamic resource reallocation guided by niche classification","10.1016/j.swevo.2026.102321","2026","Swarm and Evolutionary Computation","pdfs/Yang2026_Decomposition.pdf","MD/Yang2026_Decomposition.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T20:56:27","2026-06-19T21:01:19",""
"P2026-0131","doi:10.1016/j.swevo.2026.102322","A competition-driven two-phase evolutionary algorithm for constrained multi-objective optimization","10.1016/j.swevo.2026.102322","2026","Swarm and Evolutionary Computation","pdfs/Wang2026_Competition.pdf","MD/Wang2026_Competition.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T19:04:37","2026-06-19T19:12:26",""
"P2026-0132","doi:10.1016/j.swevo.2026.102323","A data-driven multi-objective differential evolution framework for charging-thermal coupled parameter optimization in rotary hearth furnace operations","10.1016/j.swevo.2026.102323","2026","Swarm and Evolutionary Computation","pdfs/Luo2026_Data.pdf","MD/Luo2026_Data.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T15:51:01","2026-06-19T15:58:36",""
"P2026-0133","doi:10.1016/j.swevo.2026.102324","An adaptive auxiliary problem-based evolutionary algorithm for multi-objective optimization problems with complex constraints","10.1016/j.swevo.2026.102324","2026","Swarm and Evolutionary Computation","pdfs/Ma2026_Adaptive.pdf","MD/Ma2026_Adaptive.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T15:55:29","2026-06-19T15:59:59",""
"P2026-0134","doi:10.1016/j.swevo.2026.102325","Transformer-accelerated multi-objective high-dimensional multi-fractional-order optimization algorithm for proportional-integral controller parameters tuning of doubly-fed induction generators","10.1016/j.swevo.2026.102325","2026","Swarm and Evolutionary Computation","pdfs/Yin2026_Transformer.pdf","MD/Yin2026_Transformer.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T21:20:32","2026-06-19T21:28:56",""
"P2026-0135","doi:10.1016/j.swevo.2026.102329","Balancing cost and influential ability under structural failures via a multi-objective approach","10.1016/j.swevo.2026.102329","2026","Swarm and Evolutionary Computation","pdfs/Wang2026_Balancing.pdf","MD/Wang2026_Balancing.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T18:57:27","2026-06-19T19:04:09",""
"P2026-0136","doi:10.1016/j.swevo.2026.102335","Adversarial autoencoder enhanced evolutionary guidance for multi-objective multi-task optimization","10.1016/j.swevo.2026.102335","2026","Swarm and Evolutionary Computation","pdfs/Wang2026_Adversarial.pdf","MD/Wang2026_Adversarial.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T18:52:29","2026-06-19T18:57:05",""
"P2026-0137","doi:10.1016/j.swevo.2026.102338","Q-learning-based multi-objective hyper-heuristic algorithm for multi-campus university course scheduling","10.1016/j.swevo.2026.102338","2026","Swarm and Evolutionary Computation","pdfs/Zhu2026_Learning.pdf","MD/Zhu2026_Learning.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T22:32:01","2026-06-19T22:36:21",""
"P2026-0138","doi:10.1016/j.swevo.2026.102340","Conditional diffusion with gradient guidance for high-dimensional expensive multi-objective optimization","10.1016/j.swevo.2026.102340","2026","Swarm and Evolutionary Computation","pdfs/Chen2026_Conditional.pdf","MD/Chen2026_Conditional.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-12T01:35:15","2026-06-12T01:41:52",""
"P2026-0139","doi:10.1016/j.swevo.2026.102341","MaOEA-EHML: Synergizing machine learning and evolutionary computation for many-objective recommendation","10.1016/j.swevo.2026.102341","2026","Swarm and Evolutionary Computation","pdfs/Chu2026_Maoea.pdf","MD/Chu2026_Maoea.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-18T20:25:06","2026-06-18T20:30:21",""
"P2026-0140","doi:10.1016/j.swevo.2026.102342","An evolutionary multi-objective optimization framework for polyp tracking in endoscopy videos","10.1016/j.swevo.2026.102342","2026","Swarm and Evolutionary Computation","pdfs/Qiu2026_Evolutionary.pdf","MD/Qiu2026_Evolutionary.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T16:31:00","2026-06-19T16:37:41",""
"P2026-0141","doi:10.1016/j.swevo.2026.102343","An adaptive coevolutionary resource assignment algorithm for constrained multi-objective optimization","10.1016/j.swevo.2026.102343","2026","Swarm and Evolutionary Computation","pdfs/Lai2026_Adaptive.pdf","MD/Lai2026_Adaptive.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T14:49:03","2026-06-19T14:56:24",""
"P2026-0142","doi:10.1016/j.swevo.2026.102346","Enhancing Pareto Set Learning with evolutionary multi-objective optimization","10.1016/j.swevo.2026.102346","2026","Swarm and Evolutionary Computation","pdfs/Shang2026_Enhancing.pdf","MD/Shang2026_Enhancing.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T16:47:53","2026-06-19T16:53:10",""
"P2026-0143","doi:10.1016/j.swevo.2026.102348","Risk-aware hierarchical multi-objective planning of RSU deployment and UAV scheduling for urban V2X networks","10.1016/j.swevo.2026.102348","2026","Swarm and Evolutionary Computation","pdfs/Guo2026_Risk.pdf","MD/Guo2026_Risk.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-18T21:47:31","2026-06-18T21:51:29",""
"P2026-0144","doi:10.1016/j.swevo.2026.102349","A novel framework for generating tunable and scalable benchmark problems for multimodal multiobjective optimization","10.1016/j.swevo.2026.102349","2026","Swarm and Evolutionary Computation","pdfs/Ahrari2026_Novel.pdf","MD/Ahrari2026_Novel.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-11T23:58:47","2026-06-12T00:09:17",""
"P2026-0145","doi:10.1016/j.swevo.2026.102354","Learning-based memetic algorithm for bi-objective distributed heterogeneous permutation flow shop scheduling problem with flexible machine speeds","10.1016/j.swevo.2026.102354","2026","Swarm and Evolutionary Computation","pdfs/Xia2026_Learning.pdf","MD/Xia2026_Learning.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T20:26:16","2026-06-19T20:31:59",""
"P2026-0146","doi:10.1016/j.swevo.2026.102357","PSOT: Elite-Driven optimization via the Pareto principle for scalable engineering design solutions","10.1016/j.swevo.2026.102357","2026","Swarm and Evolutionary Computation","pdfs/Tamandani2026_Psot.pdf","MD/Tamandani2026_Psot.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T17:39:35","2026-06-19T17:43:37",""
"P2026-0147","doi:10.1016/j.swevo.2026.102358","A knee-guided prediction model oriented to population composition structures for dynamic multi-objective evolutionary optimization","10.1016/j.swevo.2026.102358","2026","Swarm and Evolutionary Computation","pdfs/Huang2026_Knee.pdf","MD/Huang2026_Knee.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-18T22:30:39","2026-06-18T22:33:41",""
"P2026-0148","doi:10.1016/j.swevo.2026.102361","Benchmarking continuous dynamic multi-objective optimization: Survey and generalized test suite","10.1016/j.swevo.2026.102361","2026","Swarm and Evolutionary Computation","pdfs/Shao2026_Benchmarking.pdf","MD/Shao2026_Benchmarking.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T16:53:26","2026-06-19T16:59:23",""
